<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: WHY_Executive_Demo_Dataset.csv>index,Date,YearMonth,Year,MonthNo,Month,Country Code,Country,Sales Channel Code,Sales Channel,Product Group Code,Product Group,Gross Revenue,Currency
227,2026-06-01,2026-06,2026,6,Jun,DE,Germany,ONLINE,Online,CE,Consumer Electronics,21652.86,EUR
228,2025-07-01,2025-07,2025,7,Jul,DE,Germany,ONLINE,Online,CE,Consumer Electronics,22627.75,EUR
229,2026-07-01,2026-07,2026,7,Jul,DE,Germany,ONLINE,Online,CE,Consumer Electronics,22944.22,EUR
230,2025-08-01,2025-08,2025,8,Aug,DE,Germany,ONLINE,Online,CE,Consumer Electronics,25571.07,EUR
231,2026-08-01,2026-08,2026,8,Aug,DE,Germany,ONLINE,Online,CE,Consumer Electronics,25974.84,EUR
232,2025-09-01,2025-09,2025,9,Sep,DE,Germany,ONLINE,Online,CE,Consumer Electronics,29032.65,EUR
233,2026-09-01,2026-09,2026,9,Sep,DE,Germany,ONLINE,Online,CE,Consumer Electronics,29543.45,EUR
234,2025-01-01,2025-01,2025,1,Jan,DE,Germany,ONLINE,Online,IND,Industrial Solutions,16919.66,EUR
235,2026-01-01,2026-01,2026,1,Jan,DE,Germany,ONLINE,Online,IND,Industrial Solutions,17038.64,EUR
236,2025-02-01,2025-02,2025,2,Feb,DE,Germany,ONLINE,Online,IND,Industrial Solutions,18463.99,EUR
237,2026-02-01,2026-02,2026,2,Feb,DE,Germany,ONLINE,Online,IND,Industrial Solutions,18660.49,EUR
238,2025-03-01,2025-03,2025,3,Mar,DE,Germany,ONLINE,Online,IND,Industrial Solutions,20964.59,EUR
239,2026-03-01,2026-03,2026,3,Mar,DE,Germany,ONLINE,Online,IND,Industrial Solutions,21263.36,EUR
240,2025-04-01,2025-04,2025,4,Apr,DE,Germany,ONLINE,Online,IND,Industrial Solutions,22966.51,EUR
241,2026-04-01,2026-04,2026,4,Apr,DE,Germany,ONLINE,Online,IND,Industrial Solutions,23335.27,EUR
242,2025-05-01,2025-05,2025,5,May,DE,Germany,ONLINE,Online,IND,Industrial Solutions,24362.87,EUR
243,2026-05-01,2026-05,2026,5,May,DE,Germany,ONLINE,Online,IND,Industrial Solutions,24798.02,EUR
244,2025-06-01,2025-06,2025,6,Jun,DE,Germany,ONLINE,Online,IND,Industrial Solutions,25549.68,EUR
245,2026-06-01,2026-06,2026,6,Jun,DE,Germany,ONLINE,Online,IND,Industrial Solutions,26052.13,EUR
246,2025-07-01,2025-07,2025,7,Jul,DE,Germany,ONLINE,Online,IND,Industrial Solutions,27568.95,EUR
247,2026-07-01,2026-07,2026,7,Jul,DE,Germany,ONLINE,Online,IND,Industrial Solutions,28160.87,EUR
248,2025-08-01,2025-08,2025,8,Aug,DE,Germany,ONLINE,Online,IND,Industrial Solutions,30510.94,EUR
249,2026-08-01,2026-08,2026,8,Aug,DE,Germany,ONLINE,Online,IND,Industrial Solutions,31221.08,EUR
250,2025-09-01,2025-09,2025,9,Sep,DE,Germany,ONLINE,Online,IND,Industrial Solutions,33626.1,EUR
251,2026-09-01,2026-09,2026,9,Sep,DE,Germany,ONLINE,Online,IND,Industrial Solutions,34469.42,EUR
252,2025-01-01,2025-01,2025,1,Jan,DE,Germany,ONLINE,Online,SVC,Services & Support,10462.56,EUR
253,2026-01-01,2026-01,2026,1,Jan,DE,Germany,ONLINE,Online,SVC,Services & Support,10506.76,EUR
254,2025-02-01,2025-02,2025,2,Feb,DE,Germany,ONLINE,Online,SVC,Services & Support,11190.29,EUR
255,2026-02-01,2026-02,2026,2,Feb,DE,Germany,ONLINE,Online,SVC,Services & Support,11277.95,EUR
256,2025-03-01,2025-03,2025,3,Mar,DE,Germany,ONLINE,Online,SVC,Services & Support,12452.96,EUR
257,2026-03-01,2026-03,2026,3,Mar,DE,Germany,ONLINE,Online,SVC,Services & Support,12595.46,EUR
258,2025-04-01,2025-04,2025,4,Apr,DE,Germany,ONLINE,Online,SVC,Services & Support,13643.47,EUR
259,2026-04-01,2026-04,2026,4,Apr,DE,Germany,ONLINE,Online,SVC,Services & Support,13824.21,EUR
260,2025-05-01,2025-05,2025,5,May,DE,Germany,ONLINE,Online,SVC,Services & Support,14474.42,EUR
261,2026-05-01,2026-05,2026,5,May,DE,Germany,ONLINE,Online,SVC,Services & Support,14692.28,EUR
262,2025-06-01,2025-06,2025,6,Jun,DE,Germany,ONLINE,Online,SVC,Services & Support,15180.97,EUR
263,2026-06-01,2026-06,2026,6,Jun,DE,Germany,ONLINE,Online,SVC,Services & Support,15436.88,EUR
264,2025-07-01,2025-07,2025,7,Jul,DE,Germany,ONLINE,Online,SVC,Services & Support,16064.22,EUR
265,2026-07-01,2026-07,2026,7,Jul,DE,Germany,ONLINE,Online,SVC,Services & Support,16364.0,EUR
266,2025-08-01,2025-08,2025,8,Aug,DE,Germany,ONLINE,Online,SVC,Services & Support,17434.82,EUR
267,2026-08-01,2026-08,2026,8,Aug,DE,Germany,ONLINE,Online,SVC,Services & Support,17791.64,EUR
268,2025-09-01,2025-09,2025,9,Sep,DE,Germany,ONLINE,Online,SVC,Services & Support,19033.64,EUR
269,2026-09-01,2026-09,2026,9,Sep,DE,Germany,ONLINE,Online,SVC,Services & Support,19457.52,EUR
270,2025-01-01,2025-01,2025,1,Jan,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,14738.63,EUR
271,2026-01-01,2026-01,2026,1,Jan,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,14607.88,EUR
272,2025-02-01,2025-02,2025,2,Feb,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,15758.64,EUR
273,2026-02-01,2026-02,2026,2,Feb,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,15675.69,EUR
274,2025-03-01,2025-03,2025,3,Mar,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,17352.41,EUR
275,2026-03-01,2026-03,2026,3,Mar,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,17323.66,EUR
276,2025-04-01,2025-04,2025,4,Apr,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18441.19,EUR
277,2026-04-01,2026-04,2026,4,Apr,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18443.91,EUR
278,2025-05-01,2025-05,2025,5,May,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18437.61,EUR
279,2026-05-01,2026-05,2026,5,May,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18473.58,EUR
280,2025-06-01,2025-06,2025,6,Jun,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18237.61,EUR
281,2026-06-01,2026-06,2026,6,Jun,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18306.08,EUR
282,2025-07-01,2025-07,2025,7,Jul,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18574.2,EUR
283,2026-07-01,2026-07,2026,7,Jul,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,18677.45,EUR
284,2025-08-01,2025-08,2025,8,Aug,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,20223.74,EUR
285,2026-08-01,2026-08,2026,8,Aug,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,20372.63,EUR
286,2025-09-01,2025-09,2025,9,Sep,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,22588.33,EUR
287,2026-09-01,2026-09,2026,9,Sep,DE,Germany,PARTNER,Partner Sales,CE,Consumer Electronics,22795.37,EUR
288,2025-01-01,2025-01,2025,1,Jan,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,15935.41,EUR
289,2026-01-01,2026-01,2026,1,Jan,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,15913.26,EUR
290,2025-02-01,2025-02,2025,2,Feb,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,17380.85,EUR
291,2026-02-01,2026-02,2026,2,Feb,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,17419.41,EUR
292,2025-03-01,2025-03,2025,3,Mar,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,19523.41,EUR
293,2026-03-01,2026-03,2026,3,Mar,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,19637.17,EUR
294,2025-04-01,2025-04,2025,4,Apr,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,21165.46,EUR
295,2026-04-01,2026-04,2026,4,Apr,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,21326.96,EUR
296,2025-05-01,2025-05,2025,5,May,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,21586.73,EUR
297,2026-05-01,2026-05,2026,5,May,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,21790.4,EUR
298,2025-06-01,2025-06,2025,6,Jun,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,21781.92,EUR
299,2026-06-01,2026-06,2026,6,Jun,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,22026.74,EUR
300,2025-07-01,2025-07,2025,7,Jul,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,22630.24,EUR
301,2026-07-01,2026-07,2026,7,Jul,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,22925.41,EUR
302,2025-08-01,2025-08,2025,8,Aug,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,24130.59,EUR
303,2026-08-01,2026-08,2026,8,Aug,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,24488.87,EUR
304,2025-09-01,2025-09,2025,9,Sep,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,26162.18,EUR
305,2026-09-01,2026-09,2026,9,Sep,DE,Germany,PARTNER,Partner Sales,IND,Industrial Solutions,26597.82,EUR
306,2025-01-01,2025-01,2025,1,Jan,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,9853.93,EUR
307,2026-01-01,2026-01,2026,1,Jan,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,9779.43,EUR
308,2025-02-01,2025-02,2025,2,Feb,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,10533.85,EUR
309,2026-02-01,2026-02,2026,2,Feb,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,10549.24,EUR
310,2025-03-01,2025-03,2025,3,Mar,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,11596.91,EUR
311,2026-03-01,2026-03,2026,3,Mar,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,11613.85,EUR
312,2025-04-01,2025-04,2025,4,Apr,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,12573.54,EUR
313,2026-04-01,2026-04,2026,4,Apr,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,12705.36,EUR
314,2025-05-01,2025-05,2025,5,May,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,12825.05,EUR
315,2026-05-01,2026-05,2026,5,May,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,12959.51,EUR
316,2025-06-01,2025-06,2025,6,Jun,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,12942.27,EUR
317,2026-06-01,2026-06,2026,6,Jun,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,13194.72,EUR
318,2025-07-01,2025-07,2025,7,Jul,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,13186.47,EUR
319,2026-07-01,2026-07,2026,7,Jul,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,13443.68,EUR
320,2025-08-01,2025-08,2025,8,Aug,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,13788.91,EUR
321,2026-08-01,2026-08,2026,8,Aug,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,14182.28,EUR
322,2025-09-01,2025-09,2025,9,Sep,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,14808.78,EUR
323,2026-09-01,2026-09,2026,9,Sep,DE,Germany,PARTNER,Partner Sales,SVC,Services & Support,15231.25,EUR
324,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,20487.7,EUR
325,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,20344.39,EUR
326,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,21276.0,EUR
327,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,21203.91,EUR
328,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,22522.5,EUR
329,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,22527.45,EUR
330,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,23703.2,EUR
331,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,23751.17,EUR
332,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,25134.69,EUR
333,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,25230.89,EUR
334,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,26115.18,EUR
335,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,26262.24,EUR
336,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,26847.89,EUR
337,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,27047.51,EUR
338,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,29792.52,EUR
339,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,30067.76,EUR
340,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,33553.2,EUR
341,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,CE,Consumer Electronics,33923.72,EUR
342,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,22151.31,EUR
343,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,22162.07,EUR
344,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,23466.17,EUR
345,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,23562.24,EUR
346,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,25340.35,EUR
347,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,25535.53,EUR
348,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,27204.81,EUR
349,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,27463.45,EUR
350,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,29427.67,EUR
351,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,29760.53,EUR
352,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,31190.44,EUR
353,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,31599.52,EUR
354,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,32710.65,EUR
355,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,33198.69,EUR
356,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,35547.89,EUR
357,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,36142.39,EUR
358,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,38861.87,EUR
359,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,IND,Industrial Solutions,39581.93,EUR
360,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,13697.65,EUR
361,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,13665.83,EUR
362,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,14221.92,EUR
363,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,14240.2,EUR
364,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,15052.17,EUR
365,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,15125.83,EUR
366,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,16161.28,EUR
367,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,16269.52,EUR
368,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,17483.49,EUR
369,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,17632.14,EUR
370,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,18532.57,EUR
371,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,18723.57,EUR
372,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,19060.24,EUR
373,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,19291.07,EUR
374,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,20313.08,EUR
375,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,20595.73,EUR
376,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,21997.29,EUR
377,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,DIRECT,Direct Sales,SVC,Services & Support,22343.06,EUR
378,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,14815.83,EUR
379,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,14781.56,EUR
380,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,15852.7,EUR
381,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,15873.24,EUR
382,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,17473.7,EUR
383,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,17559.4,EUR
384,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,18954.58,EUR
385,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,19081.73,EUR
386,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,20495.24,EUR
387,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,20669.71,EUR
388,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,21485.28,EUR
389,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,21706.94,EUR
390,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,22492.72,EUR
391,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,22765.34,EUR
392,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,25400.03,EUR
393,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,25753.72,EUR
394,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,29092.75,EUR
395,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,ONLINE,Online,CE,Consumer Electronics,29550.34,EUR
396,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,90524.08,EUR
397,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,124946.66,EUR
398,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,98807.0,EUR
399,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,137678.05,EUR
400,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,111099.77,EUR
401,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,157727.74,EUR
402,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,122937.67,EUR
403,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,180998.18,EUR
404,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,135602.44,EUR
405,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,210339.42,EUR
406,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,145011.26,EUR
407,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,238277.42,EUR
408,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,154864.85,EUR
409,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,274826.0,EUR
410,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,171266.72,EUR
411,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,326446.61,EUR
412,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,190417.48,EUR
413,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,ONLINE,Online,IND,Industrial Solutions,387980.31,EUR
414,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,9905.55,EUR
415,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,9928.93,EUR
416,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,10596.73,EUR
417,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,10659.98,EUR
418,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,11677.97,EUR
419,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,11789.82,EUR
420,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,12923.58,EUR
421,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,13070.68,EUR
422,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,14256.34,EUR
423,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,14444.32,EUR
424,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,15246.98,EUR
425,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,15475.55,EUR
426,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,15968.35,EUR
427,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,16236.55,EUR
428,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,17318.2,EUR
429,2026-08-01,2026-08,2026,8,Aug,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,17640.32,EUR
430,2025-09-01,2025-09,2025,9,Sep,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,19073.05,EUR
431,2026-09-01,2026-09,2026,9,Sep,GB,United Kingdom,ONLINE,Online,SVC,Services & Support,19462.22,EUR
432,2025-01-01,2025-01,2025,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,13953.96,EUR
433,2026-01-01,2026-01,2026,1,Jan,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,13804.16,EUR
434,2025-02-01,2025-02,2025,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,14922.75,EUR
435,2026-02-01,2026-02,2026,2,Feb,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,14816.37,EUR
436,2025-03-01,2025-03,2025,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,16272.51,EUR
437,2026-03-01,2026-03,2026,3,Mar,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,16215.21,EUR
438,2025-04-01,2025-04,2025,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,17468.14,EUR
439,2026-04-01,2026-04,2026,4,Apr,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,17438.14,EUR
440,2025-05-01,2025-05,2025,5,May,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18159.81,EUR
441,2026-05-01,2026-05,2026,5,May,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18161.37,EUR
442,2025-06-01,2025-06,2025,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18316.9,EUR
443,2026-06-01,2026-06,2026,6,Jun,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18351.51,EUR
444,2025-07-01,2025-07,2025,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18463.36,EUR
445,2026-07-01,2026-07,2026,7,Jul,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,18531.55,EUR
446,2025-08-01,2025-08,2025,8,Aug,GB,United Kingdom,PARTNER,Partner Sales,CE,Consumer Electronics,20088.46,EUR
